id,img_path,label
1,data/images/1.jpg,Cladocera
2,data/images/2.jpg,Cladocera
3,data/images/3.jpg,Cladocera
4,data/images/4.jpg,Cladocera
5,data/images/5.jpg,Cladocera
6,data/images/6.jpg,Cladocera
7,data/images/7.jpg,Cladocera
8,data/images/8.jpg,Cladocera
9,data/images/9.jpg,Cladocera
10,data/images/10.jpg,Cladocera
11,data/images/11.jpg,Cladocera
12,data/images/12.jpg,Cladocera
13,data/images/13.jpg,Cladocera
14,data/images/14.jpg,Cladocera
15,data/images/15.jpg,Cladocera
16,data/images/16.jpg,Cladocera
17,data/images/17.jpg,Cladocera
18,data/images/18.jpg,Cladocera
19,data/images/19.jpg,Cladocera
20,data/images/20.jpg,Cladocera
21,data/images/21.jpg,Cladocera
22,data/images/22.jpg,Cladocera
23,data/images/23.jpg,Cladocera
24,data/images/24.jpg,Cladocera
25,data/images/25.jpg,Cladocera
26,data/images/26.jpg,Cladocera
27,data/images/27.jpg,Cladocera
28,data/images/28.jpg,Cladocera
29,data/images/29.jpg,Cladocera
30,data/images/30.jpg,Cladocera
31,data/images/31.jpg,Cladocera
32,data/images/32.jpg,Cladocera
33,data/images/33.jpg,Cladocera
34,data/images/34.jpg,Cladocera
35,data/images/35.jpg,Cladocera
36,data/images/36.jpg,Cladocera
37,data/images/37.jpg,Cladocera
38,data/images/38.jpg,Cladocera
39,data/images/39.jpg,Cladocera
40,data/images/40.jpg,Cladocera
41,data/images/41.jpg,Cladocera
42,data/images/42.jpg,Cladocera
43,data/images/43.jpg,Cladocera
44,data/images/44.jpg,Cladocera
45,data/images/45.jpg,Cladocera
46,data/images/46.jpg,Cladocera
47,data/images/47.jpg,Cladocera
48,data/images/48.jpg,Cladocera
49,data/images/49.jpg,Cladocera
50,data/images/50.jpg,Cladocera
51,data/images/51.jpg,Cladocera
52,data/images/52.jpg,Cladocera
53,data/images/53.jpg,Cladocera
54,data/images/54.jpg,Cladocera
55,data/images/55.jpg,Cladocera
56,data/images/56.jpg,Cladocera
57,data/images/57.jpg,Cladocera
58,data/images/58.jpg,Cladocera
59,data/images/59.jpg,Cladocera
60,data/images/60.jpg,Cladocera
61,data/images/61.jpg,Cladocera
62,data/images/62.jpg,Cladocera
63,data/images/63.jpg,Cladocera
64,data/images/64.jpg,Cladocera
65,data/images/65.jpg,Cladocera
66,data/images/66.jpg,Cladocera
67,data/images/67.jpg,Cladocera
68,data/images/68.jpg,Cladocera
69,data/images/69.jpg,Cladocera
70,data/images/70.jpg,Cladocera
71,data/images/71.jpg,Cladocera
72,data/images/72.jpg,Cladocera
73,data/images/73.jpg,Cladocera
74,data/images/74.jpg,Cladocera
75,data/images/75.jpg,Cladocera
76,data/images/76.jpg,Cladocera
77,data/images/77.jpg,Cladocera
78,data/images/78.jpg,Cladocera
79,data/images/79.jpg,Cladocera
80,data/images/80.jpg,Cladocera
101,data/images/101.jpg,Copepoda
102,data/images/102.jpg,Copepoda
103,data/images/103.jpg,Copepoda
104,data/images/104.jpg,Copepoda
105,data/images/105.jpg,Copepoda
106,data/images/106.jpg,Copepoda
107,data/images/107.jpg,Copepoda
108,data/images/108.jpg,Copepoda
109,data/images/109.jpg,Copepoda
110,data/images/110.jpg,Copepoda
111,data/images/111.jpg,Copepoda
112,data/images/112.jpg,Copepoda
113,data/images/113.jpg,Copepoda
114,data/images/114.jpg,Copepoda
115,data/images/115.jpg,Copepoda
116,data/images/116.jpg,Copepoda
117,data/images/117.jpg,Copepoda
118,data/images/118.jpg,Copepoda
119,data/images/119.jpg,Copepoda
120,data/images/120.jpg,Copepoda
121,data/images/121.jpg,Copepoda
122,data/images/122.jpg,Copepoda
123,data/images/123.jpg,Copepoda
124,data/images/124.jpg,Copepoda
125,data/images/125.jpg,Copepoda
126,data/images/126.jpg,Copepoda
127,data/images/127.jpg,Copepoda
128,data/images/128.jpg,Copepoda
129,data/images/129.jpg,Copepoda
130,data/images/130.jpg,Copepoda
131,data/images/131.jpg,Copepoda
132,data/images/132.jpg,Copepoda
133,data/images/133.jpg,Copepoda
134,data/images/134.jpg,Copepoda
135,data/images/135.jpg,Copepoda
136,data/images/136.jpg,Copepoda
137,data/images/137.jpg,Copepoda
138,data/images/138.jpg,Copepoda
139,data/images/139.jpg,Copepoda
140,data/images/140.jpg,Copepoda
141,data/images/141.jpg,Copepoda
142,data/images/142.jpg,Copepoda
143,data/images/143.jpg,Copepoda
144,data/images/144.jpg,Copepoda
145,data/images/145.jpg,Copepoda
146,data/images/146.jpg,Copepoda
147,data/images/147.jpg,Copepoda
148,data/images/148.jpg,Copepoda
149,data/images/149.jpg,Copepoda
150,data/images/150.jpg,Copepoda
151,data/images/151.jpg,Copepoda
152,data/images/152.jpg,Copepoda
153,data/images/153.jpg,Copepoda
154,data/images/154.jpg,Copepoda
155,data/images/155.jpg,Copepoda
156,data/images/156.jpg,Copepoda
157,data/images/157.jpg,Copepoda
158,data/images/158.jpg,Copepoda
159,data/images/159.jpg,Copepoda
160,data/images/160.jpg,Copepoda
161,data/images/161.jpg,Copepoda
162,data/images/162.jpg,Copepoda
163,data/images/163.jpg,Copepoda
164,data/images/164.jpg,Copepoda
165,data/images/165.jpg,Copepoda
166,data/images/166.jpg,Copepoda
167,data/images/167.jpg,Copepoda
168,data/images/168.jpg,Copepoda
169,data/images/169.jpg,Copepoda
170,data/images/170.jpg,Copepoda
171,data/images/171.jpg,Copepoda
